,Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (mi),Workout Time (seconds),Avg Pace (min/mi),Max Pace,Avg Speed (mi/h),Max Speed,Avg Heart Rate,Steps,Notes,Source,Link,Calculated
203,2021-04-12,2021-04-12,Run,184,1.37,793,9.65,2.53,6.22,23.68,157.0,2059.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5663310526,13.216666666666667
204,2021-04-09,2021-04-09,Run,110,0.77,447,9.69,3.39,6.19,17.71,131.0,1199.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5653608454,7.45
205,2021-04-09,2021-04-09,Run,234,1.78,1076,10.09,3.8,5.94,15.8,122.0,2853.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5653433692,17.933333333333334
207,2021-04-06,2021-04-06,Run,417,3.1,1778,9.55,0.86,6.28,69.69,165.0,4720.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5643560545,29.633333333333333
208,2021-04-04,2021-04-04,Run,415,3.1,1808,9.72,0.0,6.17,0.0,104.45,4800.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5637856078,30.133333333333333
209,2021-04-03,2021-04-03,Run,421,3.1,1874,10.08,0.0,5.96,0.0,104.45,4958.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5635561888,31.233333333333334
210,2021-04-01,2021-04-01,Run,389,2.8,1800,10.71,0.0,5.6,0.0,104.45,4735.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5628141628,30.0
211,2021-03-31,2021-03-31,Run,597,4.46,3355,12.55,0.5,4.78,120.9,0.0,7762.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5625098086,55.916666666666664
213,2021-03-23,2021-03-23,Run,369,2.66,1830,11.46,1.24,5.23,48.35,152.0,4449.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5598766606,30.5
214,2021-03-21,2021-03-21,Run,621,4.36,3386,12.94,7.56,4.64,7.93,148.0,7572.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5592731101,56.43333333333333
217,2021-03-17,2021-03-17,Run,616,4.14,2619,10.52,1.04,5.7,57.51,164.0,6998.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5579410186,43.65
218,2021-03-16,2021-03-16,Run,498,3.11,2134,11.43,0.46,5.25,129.5,158.0,5416.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5575999600,35.56666666666667
219,2021-03-14,2021-03-14,Run,416,3.11,2352,12.6,0.0,4.76,0.0,104.45,6103.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5571122062,39.2
221,2021-01-12,2021-01-12,Run,410,3.1,1745,9.38,0.0,6.4,0.0,104.45,4649.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5339670910,29.083333333333332
222,2021-01-10,2021-01-10,Run,411,3.1,1766,9.49,0.0,6.32,0.0,104.45,4700.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5329317541,29.433333333333334
223,2021-01-10,2021-01-09,Run,415,3.1,1809,9.73,0.0,6.17,0.0,104.45,4802.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5329321264,30.15
224,2021-01-02,2021-01-02,Run,412,3.12,1749,9.34,0.0,6.42,0.0,104.45,4662.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5248872100,29.15
226,2020-12-06,2020-12-06,Run,539,4.02,2358,9.78,0.0,6.14,0.0,104.45,8895.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5081741761,39.3
227,2020-11-28,2020-11-28,Run,403,3.1,1674,9.0,0.0,6.67,0.0,104.45,6859.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5040101344,27.9
229,2020-11-23,2020-11-23,Run,841,6.2,3733,10.03,0.97,5.98,61.89,157.0,10044.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5010545971,62.21666666666667
230,2020-11-22,2020-11-22,Run,434,3.34,1800,8.98,0.0,6.68,0.0,104.45,4818.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5005622953,30.0
231,2020-11-21,2020-11-21,Run,987,7.5,4183,9.3,0.0,6.45,0.0,104.45,9761.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4997981974,69.71666666666667
232,2020-11-19,2020-11-19,Run,403,3.1,1632,8.77,0.0,6.84,0.0,104.45,4379.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4984145680,27.2
233,2020-11-17,2020-11-17,Run,881,6.19,4204,11.32,0.0,5.3,0.0,104.45,11005.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4974868786,70.06666666666666
234,2020-11-04,2020-11-04,Run,866,6.06,3678,10.0,1.9,6.0,31.55,164.0,9863.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4820885734,61.3
236,2020-11-01,2020-11-01,Run,407,3.1,1721,9.25,0.0,6.48,0.0,104.45,4592.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4809741217,28.683333333333334
237,2020-10-31,2020-10-31,Run,402,3.1,1581,8.5,0.0,7.06,0.0,104.45,4257.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4805442343,26.35
238,2020-10-31,2020-10-30,Run,355,2.5,1695,11.3,0.0,5.31,0.0,104.45,4438.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4805443468,28.25
239,2020-10-16,2020-10-16,Run,1519,10.88,7059,10.81,0.77,5.55,77.83,0.0,18553.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4765508794,117.65
240,2020-10-15,2020-10-15,Run,418,3.1,1840,9.89,0.99,6.07,60.44,0.0,4980.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4762812637,30.666666666666668
242,2020-10-09,2020-10-09,Run,851,6.47,3600,9.27,0.0,6.47,0.0,104.45,9603.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4745953696,60.0
243,2020-10-08,2020-10-08,Run,482,3.85,2065,8.93,0.41,6.72,145.19,144.0,5697.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4742914714,34.416666666666664
244,2020-10-07,2020-10-07,Run,909,6.98,3600,8.6,0.0,6.98,0.0,104.45,9681.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4739726770,60.0
245,2020-10-06,2020-10-06,Run,525,4.0,2207,9.2,0.0,6.52,0.0,104.45,5892.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4735799008,36.78333333333333
246,2020-10-07,2020-10-04,Run,395,3.1,1501,8.07,0.0,7.44,0.0,104.45,4066.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4739725510,25.016666666666666
247,2020-10-03,2020-10-03,Run,552,4.29,2391,9.29,0.85,6.46,70.73,155.0,6455.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4727520010,39.85
248,2020-10-01,2020-10-01,Run,649,5.0,2688,8.96,0.0,6.7,0.0,104.45,7196.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4720747723,44.8
250,2020-09-28,2020-09-28,Run,521,4.02,2138,8.87,0.9,6.77,66.79,164.0,5806.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4711288912,35.63333333333333
251,2020-09-26,2020-09-26,Run,903,6.94,3600,8.65,0.0,6.94,0.0,104.45,9675.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4705831252,60.0
252,2020-09-25,2020-09-25,Run,872,6.71,3601,8.94,0.0,6.71,0.0,104.45,9642.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4703601604,60.016666666666666
253,2020-09-23,2020-09-23,Run,1318,10.06,5537,9.17,0.0,6.54,0.0,104.45,14787.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4698019450,92.28333333333333
254,2020-09-21,2020-09-21,Run,387,3.1,1446,7.77,0.0,7.72,0.0,104.45,3934.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4691865073,24.1
255,2020-09-20,2020-09-20,Run,513,5.17,3460,11.14,0.16,5.38,382.6,146.0,8503.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4690365796,57.666666666666664
256,2020-09-17,2020-09-17,Run,408,3.01,1807,10.01,0.0,6.0,0.0,104.45,4784.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4681660330,30.116666666666667
257,2020-09-16,2020-09-16,Run,824,6.14,3600,9.77,0.0,6.14,0.0,104.45,9552.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4678964659,60.0
258,2020-09-14,2020-09-14,Run,881,6.78,3600,8.85,0.0,6.78,0.0,104.45,9651.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4672281322,60.0
259,2020-09-13,2020-09-13,Run,398,3.1,1537,8.26,0.0,7.26,0.0,104.45,4152.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4669456663,25.616666666666667
260,2020-09-10,2020-09-10,Run,1308,10.07,5391,8.92,0.0,6.72,0.0,104.45,14439.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4662545827,89.85
261,2020-09-07,2020-09-07,Run,337,3.1,1749,9.4,0.99,6.38,60.74,163.0,4696.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4654873192,29.15
262,2020-09-06,2020-09-06,Run,328,3.1,1787,9.6,1.04,6.25,57.76,161.0,4819.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4652419447,29.783333333333335
263,2020-09-04,2020-09-04,Run,381,3.01,1434,7.94,0.0,7.56,0.0,104.45,3892.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4646264152,23.9
264,2020-09-02,2020-09-02,Run,456,3.5,1902,9.06,0.0,6.62,0.0,104.45,1814.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4640741869,31.7
265,2020-09-01,2020-09-01,Run,404,3.1,1594,8.57,0.0,7.0,0.0,104.45,4288.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4637769910,26.566666666666666
266,2020-08-29,2020-08-29,Run,421,3.21,1778,9.24,1.64,6.49,36.68,76.0,5219.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4630791502,29.633333333333333
267,2020-08-28,2020-08-28,Run,199,1.88,1263,11.18,1.85,5.37,32.48,142.0,3051.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4626976201,21.05
268,2020-08-25,2020-08-25,Run,249,2.43,1388,9.5,0.97,6.32,62.1,142.0,3759.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4618409722,23.133333333333333
269,2020-08-24,2020-08-24,Run,108,1.9,1031,9.02,0.87,6.65,68.9,150.0,2703.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4617153169,17.183333333333334
270,2020-08-21,2020-08-21,Run,228,2.28,1527,11.15,0.73,5.38,81.68,123.0,3576.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4608575953,25.45
272,2020-08-18,2020-08-18,Run,300,2.89,1995,11.51,1.04,5.21,57.42,124.0,4703.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4599905488,33.25
273,2020-08-16,2020-08-16,Run,541,5.26,3129,9.91,0.8,6.06,75.01,121.0,8416.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4593270355,52.15
274,2020-08-15,2020-08-15,Run,227,2.24,1294,9.61,1.01,6.24,59.54,127.0,3477.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4591184752,21.566666666666666
275,2020-08-14,2020-08-14,Run,228,2.17,1239,9.49,0.95,6.32,63.43,143.0,3364.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4588535962,20.65
276,2020-08-13,2020-08-13,Run,438,4.19,2507,9.95,0.96,6.03,62.25,148.0,6733.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4585804333,41.78333333333333
277,2020-08-12,2020-08-12,Run,270,2.63,1523,9.66,1.0,6.21,59.83,139.0,4094.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4582542232,25.383333333333333
278,2020-08-11,2020-08-11,Run,326,2.99,1647,9.16,0.87,6.55,69.12,149.0,4476.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4579501318,27.45
279,2020-08-10,2020-08-10,Run,322,3.1,1779,9.57,1.14,6.27,52.5,149.0,4834.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4576451878,29.65
280,2020-08-07,2020-08-07,Run,261,2.0,1049,8.72,0.31,6.88,192.47,0.0,2797.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4567769449,17.483333333333334
281,2020-08-06,2020-08-06,Run,445,3.34,1927,9.62,1.23,6.24,48.98,0.0,5057.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4565029267,32.11666666666667
282,2020-08-05,2020-08-05,Run,487,3.68,2087,9.47,0.88,6.34,68.16,0.0,5265.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4561616683,34.78333333333333
283,2020-08-04,2020-08-04,Run,467,3.52,1998,9.44,0.87,6.35,68.67,0.0,5350.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4558507642,33.3
284,2020-08-03,2020-08-03,Run,393,3.74,2140,9.52,0.96,6.3,62.51,127.0,5766.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4555357261,35.666666666666664
